# UltraFIBU - Kontenrahmen SKR04 (vollstaendig)
#
# Erzeugt aus dem DATEV-Kontenrahmen-PDF (BilRUG-Fassung, Stand 2026) mit
# Apps/UltraFIBU/tools/skr-pdf-extrahieren.py. Spaltenbedeutung nach der
# Legende des PDF:
#
#   bilanz_position      Fussnote 2) Bilanz- und GuV-Posten, grosse
#                        Kapitalgesellschaften, Gesamtkostenverfahren
#   funktion             KU/V/M Zusatzfunktion ueber einer Kontenklasse,
#                        AV/AM/S/F/R Hauptfunktion vor einem Konto, auch
#                        kombiniert (S/AV). AV und AM sind die
#                        DATEV-AUTOMATIKKONTEN.
#   abschlusszweck       HB Handelsbilanz, SB Steuerbilanz, EUeR
#   programmverbindung   U Umsatzsteuer, G Gewerbesteuer, K Koerperschaft
#   nummer_bis           gesetzt, wenn die Zeile einen Kontenbereich meint
#                        (im PDF als "0040-42" gedruckt). Solche Zeilen haben
#                        keine eigene Beschriftung; hier steht dann ihr
#                        Bilanz-Posten.
#
# STEUERSCHLUESSEL: uebernommen aus der bisherigen, handgepflegten Datei
# (0 Konten). Das PDF nennt die Automatikfunktion (AM/AV), nicht den
# Steuersatz - den aus einer Kontenbezeichnung zu lesen waere geraten. Wer
# weitere Schluessel setzt, prueft sie gegen die Steuerschluessel-Tabelle der
# Kanzlei.
#
# typ: fuer Konten ohne alten Eintrag aus der fuehrenden Ziffer abgeleitet -
# eine grobe Einordnung fuer die Auswertungen, keine Aussage des PDF.
#
nummer;bezeichnung;typ;steuerschluessel;euer_zeile;bwa_position;bilanz_position;funktion;abschlusszweck;programmverbindung;nummer_bis
5189;Erwerb Roh-, Hilfs- und Betriebsstoffe als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;
5190;Energiestoffe (Fertigung);aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;V;;;
5191;Energiestoffe (Fertigung) 7 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;
5192;Energiestoffe (Fertigung) 19 % Vorsteuer Art.-Nr. 11175 2026-01-01;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;
5193;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5198
5200;Wareneingang;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;V;;;
5300;Wareneingang 7 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;5309
5310;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5346
5347;Wareneingang 7 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;
5348;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;
5349;Wareneingang ohne Vorsteuerabzug;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;KU;;;
5400;Wareneingang 19 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;5409
5410;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5417
5418;Wareneingang 19 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;
5419;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;
5420;Innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;5424
5425;Innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;5429
5430;Innergemeinschaftlicher Erwerb ohne Vorsteuer und 7 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;
5431;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5434
5435;Innergemeinschaftlicher Erwerb ohne Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;
5436;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5439
5440;Innergemeinschaftlicher Erwerb von Neufahrzeugen von Lieferanten ohne Umsatzsteuer-Identifikationsnummer 19 % Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;
5441;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5449
5500;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5504
5505;Wareneingang 5,5 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;5509
5510;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5539
5540;Wareneingang zum Durchschnittssatz nach § 24 UStG 7,8 % Vorsteuer 8);aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;5549
5550;Steuerfreier innergemeinschaftlicher Erwerb;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;
5551;Wareneingang im Drittland steuerbar;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;V;;;
5552;Erwerb 1. Abnehmer innerhalb eines Dreiecksgeschäftes;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;
5553;Erwerb Waren als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;
5554;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5557
5558;Wareneingang im anderen EU-Land steuerbar;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;V;;;
5559;Steuerfreie Einfuhren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;V;;;
5560;Waren aus einem Umsatzsteuerlager, § 13a UStG 7 % Vorsteuer und 7 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;
5561;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5564
5565;Waren aus einem Umsatzsteuerlager, § 13a UStG 19 % Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;
5566;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5569
5600;Nicht abziehbare Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;;;;5609
5610;Nicht abziehbare Vorsteuer 7 %;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;;;;5619
5650;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5659
5660;Nicht abziehbare Vorsteuer 19 %;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;;;;5669
5700;Nachlässe;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;V;;;
5701;Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;V;;;
5710;Nachlässe 7 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;5711
5712;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5713
5714;Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;
5715;Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;
5716;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;
5717;Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;
5718;Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;
5719;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;
5720;Nachlässe 19 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;5721
5722;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5723
5724;Nachlässe aus innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;
5725;Nachlässe aus innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;
5726;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5729
5730;Erhaltene Skonti;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;;
5731;Erhaltene Skonti 7 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;;
5732;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;
5733;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;;
5734;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;;
5735;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;
5736;Erhaltene Skonti 19 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;;
5737;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;
5738;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;;
5739;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5740
5741;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer Seite 19;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;U;
5742;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;
5743;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;U;
5744;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;;
5745;Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;;
5746;Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;U;
5747;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;
5748;Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;U;
5749;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;
5750;Erhaltene Boni 7 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;5751
5752;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;
5753;Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;V;;;
5754;Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;
5755;Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;
5756;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5759
5760;Erhaltene Boni 19 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;5761
5762;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5768
5769;Erhaltene Boni;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;V;;;
5770;Erhaltene Rabatte;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;V;;;
5780;Erhaltene Rabatte 7 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;5781
5782;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;
5783;Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;V;;;
5784;Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;
5785;Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;
5786;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;
5787;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 9,0 % Vorsteuer 11);aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;;
5788;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5789
5790;Erhaltene Rabatte 19 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;5791
5792;Erhaltene Skonti aus Erwerb Roh-, Hilfs- und Betriebsstoffe als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer 11);aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;;
5793;Erhaltene Skonti aus Erwerb Waren als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;AV;;U;
5794;Erhaltene Skonti 5,5 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;;
5795;Erhaltene Skonti 9,0 % Vorsteuer 11);aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;;
5796;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;5797
5798;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 5,5 % Vorsteuer;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;S/AV;;;
5799;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;R;;;
5800;Bezugsnebenkosten;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;V;;;
5820;Leergut;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;V;;;
5840;Zölle und Einfuhrabgaben;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;V;;;
5860;Verrechnete Stoffkosten (Gegenkonto 5000-99);aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;KU;;;
5880;Bestandsveränderungen Roh-, Hilfs- und Betriebsstoffe sowie bezogene Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;KU;;;
5881;Bestandsveränderungen Waren;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;KU;;;
5885;Bestandsveränderungen Roh-, Hilfs- und Betriebsstoffe Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren;KU;;;
5900;Fremdleistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;V;;;
5906;Fremdleistungen 19 % Vorsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;AV;;;
5907;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;
5908;Fremdleistungen 7 % Vorsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;AV;;;
5909;Fremdleistungen ohne Vorsteuer Umsätze, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird;aufwand;;;;Aufwendungen für bezogene Leistungen;KU;;;
5910;Bauleistungen eines im Inland ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;AV;;U;
5911;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;5912
5913;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;AV;;U;
5914;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;
5915;Leistungen eines im Ausland ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;AV;;U;
5916;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;5919
5920;Bauleistungen eines im Inland ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;AV;;U;5921
5922;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;
5923;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;AV;;U;
5924;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;
5925;Leistungen eines im Ausland ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer Art.-Nr. 11175 2026-01-01;aufwand;;;;Aufwendungen für bezogene Leistungen;AV;;U;5926
5927;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;5929
5930;Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;AV;;U;
5931;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;5932
5933;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;AV;;U;
5934;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;
5935;Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;AV;;U;
5936;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;5939
5940;Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;AV;;U;5941
5942;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;
5943;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;AV;;U;
5944;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;
5945;Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;AV;;U;5946
5947;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;5949
5950;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird;aufwand;;;;Aufwendungen für bezogene Leistungen;S/AV;;;
5951;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird 19 % Vorsteuer und 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;S/AV;;U;
5952;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;
5953;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer aber mit Umsatzsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;S/AV;;;
5954;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer, mit 19 % Umsatzsteuer;aufwand;;;;Aufwendungen für bezogene Leistungen;S/AV;;U;
5955;Aufwendungen für bezogene Leistungen;aufwand;;;;Aufwendungen für bezogene Leistungen;R;;;5959
5960;Leistungen nach § 13b UStG mit Vorsteuerabzug 21);aufwand;;;;Aufwendungen für bezogene Leistungen;V;;;
5965;Leistungen nach § 13b UStG ohne Vorsteuerabzug 21);aufwand;;;;Aufwendungen für bezogene Leistungen;V;;;
5970;Fremdleistungen (Miet- und Pachtzinsen bewegliche Wirtschaftsgüter);aufwand;;;;Aufwendungen für bezogene Leistungen;V;;GK;
5975;Fremdleistungen (Miet- und Pachtzinsen unbewegliche Wirtschaftsgüter);aufwand;;;;Aufwendungen für bezogene Leistungen;V;;GK;
